node,betweenness_centrality,closeness_centrality,degree_centrality
avudol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
axedol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
axedol-p 50mg/500mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
axidol 50mg tablet dt,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
axitan 1 tablet,1.052004745655686e-06,0.7050060737804488,0.030534351145038167
axitan 2 tablet,4.422707264527638e-06,0.7177634576580095,0.030534351145038167
axitan 2mg injection,2.434387856025367e-05,0.8697058127612588,0.04580152671755725
axizox 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
axizox 1mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
axnil 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
axofast syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
axtra 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
axytram 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
axytram-p 500mg/37.5mg tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
azen p tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
azenap 10 tablet,0.00010935424219529099,0.7973823125316364,0.061068702290076333
azenap 15mg tablet,0.00010935424219529099,0.7973823125316364,0.061068702290076333
azenap 30mg tablet,0.00010935424219529099,0.7973823125316364,0.061068702290076333
azicalm tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
azjoy plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
azjoy plus 0.5mg/5mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
azo-f 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
azo-p 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
azo-s 0.5mg/25mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
azodem 10mg tablet,2.013277755628682e-05,0.83925717330086,0.0916030534351145
azolam 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azolam 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azolip 0.5mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
azom 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azom 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azoslip 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azoslip 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azox 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azox 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azox 0.5mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azox 1mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
azox p 0.25mg/10mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
b kalm 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
b kalm 0.50mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
b pam 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
b pam 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
b pam 1mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
b pam p 0.5mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
b pam s 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
balzam pr 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
barbee 25mg tablet,0.00014722957434561064,0.9320429380441214,0.07633587786259542
nystagmus (involuntary eye movement),1.2211031561596207e-06,0.3286512002763226,0.0036703982382088455
visual impairment,2.865072038580221e-06,0.3397607570076772,0.0038539181501192877
low energy,1.2211031561596207e-06,0.3286512002763226,0.0036703982382088455
barbee 50mg tablet,0.00014722957434561064,0.9320429380441214,0.07633587786259542
barbinal 30mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
decreased blood pressure,2.9415237972266147e-06,0.3400440764786467,0.006423196916865479
hangover,2.9415237972266147e-06,0.3400440764786467,0.006423196916865479
hyperactivity,2.9415237972266147e-06,0.3400440764786467,0.006423196916865479
excitement,7.62238064808908e-06,0.34053086787951087,0.008258396035969902
barbinal 60mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
barbinol 100mg injection,0.00016780563172365945,0.977657593758312,0.09923664122137404
barbinol 200mg injection,0.00016780563172365945,0.977657593758312,0.09923664122137404
barbinol 30mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
barbinol 60mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
bardep plus tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
bardol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
baronite 10mg tablet,4.204496272169002e-05,0.917006237006237,0.04580152671755725
baronite 5mg tablet,4.204496272169002e-05,0.917006237006237,0.04580152671755725
bavmol p 50mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
bazzy 10mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
bazzy 5mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
bcc 5mg/2.5mg tablet,3.208398501504382e-05,0.8742567192579085,0.07633587786259542
be relax 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
be relax 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
be sat plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
becalm 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
becalm 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
beecital plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
beetal 3mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
beetrip-plus 25mg/10mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
belfa 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
beloc plus 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
belrest 10mg/1mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
benizep capsule sr,5.823643848773817e-05,0.9423980856337065,0.061068702290076333
benj 1mg tablet,1.052004745655686e-06,0.7050060737804488,0.030534351145038167
benj 2mg tablet,4.422707264527638e-06,0.7177634576580095,0.030534351145038167
benzax 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
benzax 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
benzax-f 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
benzo beta tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
benzolam 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
benzolam forte 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
benzolam plus 0.25 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
benzopam 2mg tablet,2.013277755628682e-05,0.83925717330086,0.0916030534351145
benzopam 5mg tablet,2.013277755628682e-05,0.83925717330086,0.0916030534351145
benzopin 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
benzosed 1mg injection,9.307647443867082e-05,0.9136631038197034,0.061068702290076333
hiccup,2.610911353630767e-06,0.32443030061942374,0.004771517709671499
cough,9.544051332524483e-06,0.3400440764786467,0.0055055973573132685
benzosed 5mg injection,9.307647443867082e-05,0.9136631038197034,0.061068702290076333
besquil 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
besquil 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
bestilo plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
bestodol 100 injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bestodol 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bestodol tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
beta anxit 0.25 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
betaflam forte 400 mg/65 mg capsule,1.4869415574955766e-05,0.8335475092599591,0.061068702290076333
betalax tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
betapam lite 0.125mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
betapax m 0.25mg/10mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
betapax tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
betapram plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
betapro dz 2.5mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
betrimed plus 25mg/10mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
betrizust plus 25mg/10mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
bevorin plus 135mg/5mg tablet sr,5.823643848773817e-05,0.9423980856337065,0.061068702290076333
bexam 5mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
bigma 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bio anxit cz 0.25mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
bio anxit cz 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
bio zolam 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
bio zolam 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
bioclock 0.5mg/3mg tablet,2.0704040468144325e-05,0.754189179946652,0.04580152671755725
biodil p 50mg/500mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
biodol 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
biodol t 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
biokalm 1mg tablet,1.052004745655686e-06,0.7050060737804488,0.030534351145038167
biokalm 2mg tablet,4.422707264527638e-06,0.7177634576580095,0.030534351145038167
biolar 2mg tablet,4.422707264527638e-06,0.7177634576580095,0.030534351145038167
biopam 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
biopose 5mg injection,2.7728151452124645e-05,0.73744399117234,0.030534351145038167
withdrawal symptoms,2.7474821013591455e-06,0.2785557453037326,0.0034868783262984033
biopose 5mg tablet,7.844086586140786e-06,0.7070856043603719,0.030534351145038167
biosar 10mg/1mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
biotram 50mg capsule,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
biotram 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
biotram pd tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
biotram plus 325 mg/37.5 mg tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
biotrama 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
biotrany 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
biotrany-p 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
biozep forte 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
biozolam plus 0.25 mg/10 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
bipnolol d 2.5mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
biryth 150 tablet,1.1175378050859161e-05,0.7991158779621712,0.030534351145038167
bitalex 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bivalex plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
bkdol tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
blispam-lite tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
blispam-plus tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
bliz 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
bliz 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
blown 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
blown ec 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
blozam 10mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
blozam 20mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
blozam 5mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
bludol 50mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
bocker-c tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
bolodol 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bolodol plus tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
borphen 30mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
borphen 60mg tablet,0.00016780563172365945,0.977657593758312,0.09923664122137404
bourex-d tablet,4.2879673447075457e-05,0.8801181259478011,0.08396946564885496
boxa 15mg tablet,0.00010935424219529099,0.7973823125316364,0.061068702290076333
boze 10mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
boze 5mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
bramadol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bramadol 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
bren px 400mg/250mg/32.5mg tablet,1.4869415574955766e-05,0.8335475092599591,0.061068702290076333
brisdol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
brisdol plus 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
brispam 0.25mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
brispam 0.5mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
bronolax 4mg/10mg syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
brudex tablet,1.4869415574955766e-05,0.8335475092599591,0.061068702290076333
bupatch 10mcg transdermal patch,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
bupatch 20mcg transdermal patch,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
bupine 0.3mg injection,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buprene 0.6mg injection,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
bupreplast 10mcg/hr transdermal patch,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
buprigesic 0.3mg injection,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buprigesic patch 10,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
buprigesic patch 5,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
buprinor 0.3mg injection,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buprocare 0.2mg tablet,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buprocare 0.4mg tablet,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buprocare 1mg tablet,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buprocare 2mg tablet,5.145131322500262e-05,0.8054196187276312,0.08396946564885496
buvalor 10mg transdermal patch,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
buvalor 20mg transdermal patch,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
buvalor 5mg transdermal patch,8.520906273433554e-05,0.9762726870296592,0.03816793893129771
c baz 10mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
c baz 5mg tablet,3.9616768675442404e-05,0.8518346852066435,0.13740458015267176
c fill 100mg tablet,3.5279823182101205e-05,0.7998114165518242,0.07633587786259542
runny nose,3.0341684977379386e-05,0.29766932582512123,0.00807487612405946
c fill 200mg tablet,3.5279823182101205e-05,0.7998114165518242,0.07633587786259542
c freedo 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c freedo 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c kof 4 mg/10 mg syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
c koff syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
c pam 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c pam 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c pram s plus 0.25 mg/10 mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
c pram s plus 0.5 mg/10 mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
c trika 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c trika 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c trika 1mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c trika 2mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
c-van 1mg tablet,1.052004745655686e-06,0.7050060737804488,0.030534351145038167
c-van 2mg tablet,4.422707264527638e-06,0.7177634576580095,0.030534351145038167
c.r.m linctus cherry,0.00011035088979160709,0.971285122875011,0.061068702290076333
cadicoff lozenges,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
cadistar syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
cadrex syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
calm 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
calm 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
calm 0.5mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calm 1mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calm 1mg/10mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
calm 2mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calm beta 10 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
calm beta 20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
calm beta 40 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
calm spas tablet,4.2879673447075457e-05,0.8801181259478011,0.08396946564885496
calmbeta 20 tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
calmef 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
calmese 1mg tablet,1.052004745655686e-06,0.7050060737804488,0.030534351145038167
calmese 2mg injection,2.434387856025367e-05,0.8697058127612588,0.04580152671755725
calmese 2mg tablet,4.422707264527638e-06,0.7177634576580095,0.030534351145038167
calmnir 0.25mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calmnir 0.5mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calmod 5mg tablet,7.844086586140786e-06,0.7070856043603719,0.030534351145038167
calmpain 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
calmpax es tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
calmpax-p tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
calmpose 10mg injection,2.7728151452124645e-05,0.73744399117234,0.030534351145038167
calmpose 5mg injection,2.7728151452124645e-05,0.73744399117234,0.030534351145038167
calmpose 5mg tablet,7.844086586140786e-06,0.7070856043603719,0.030534351145038167
calmstay 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calmstay 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calmstay 1mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calmtack 10mg injection,2.7728151452124645e-05,0.73744399117234,0.030534351145038167
calmtec-p 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
calmtech 10mg/1mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
calmtra 10mg tablet,4.204496272169002e-05,0.917006237006237,0.04580152671755725
calmwin 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
calmwin plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
calmzee-c forte tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
calmzee-c tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
calpol t  tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
cam plus 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
camadol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cambidol 50mg tablet,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
camdem 0.5mg/5mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
camdem 10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
cardilax 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
cardimol cp 0.5 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
cardimol cph 0.25 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
carion 4 mg/10 mg syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
carisoma compound  tablet,0.00015083543316207288,0.9723128471916057,0.03816793893129771
carmez 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cascorin syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
casdol p 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
caspa 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
caspa 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
caspa 2mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
catier 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
catier 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
catier 1mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cax 25mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
caxpam forte 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
caybutyl 650 mg/65 mg tablet,4.530473585561955e-06,0.8000435318871073,0.030534351145038167
cazin 0.25mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cazin-md 0.5 tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cazin-md 2 tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
ccd 2.5mg/5mg/10mg tablet,4.2879673447075457e-05,0.8801181259478011,0.08396946564885496
cdcon 10mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cdcon 20mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cdprex 10mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cdprex 25mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cdprex 5mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cebrum 10mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cebrum 25mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
cedo t syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
ceerex syrup,9.007234941820291e-05,0.9205275899490776,0.061068702290076333
celia 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
celonz 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
celonz plus 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
celor hd 0.25mg/5mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
celor plus 0.5 mg/10 mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
cemadol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cemadol 100mg tablet,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cemadol 50mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cemadol 50mg tablet,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cenact p 50mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
cenaze 0.25mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cenaze 0.5mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cenaze 1mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cendol effervescent tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
censir forte 0.5mg/50mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
censof 10mg/1mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
censpram lite tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
censpram plus tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
centra p 325 mg/37.5 mg tablet,1.073315002030881e-05,0.8348095995154818,0.05343511450381679
centradol 100mg injection,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cerekul 1 mg/10 mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
cergo 0.5 mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cerpam 1mg tablet,1.052004745655686e-06,0.7050060737804488,0.030534351145038167
cesopram 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
cetadol 50mg/500mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
cetapam 0.5mg/10mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
ceyox 0.5mg tablet md,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cezotrip h 12.5mg/5mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
cezpro 0.25mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cezur 0.5mg tablet,5.1476376818324204e-05,0.9656712496716,0.04580152671755725
cg-mac 50mg tablet,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cgmac 50mg tablet,5.8860647739280435e-06,0.8331696259916888,0.03816793893129771
cgmac p 37.5mg/325mg tablet,3.134616001256474e-05,0.8407929851315288,0.11450381679389313
checkspas tablet,4.2879673447075457e-05,0.8801181259478011,0.08396946564885496
cheercet-lite tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
childryl syrup,0.00011035088979160709,0.971285122875011,0.061068702290076333
chloramit 25mg/10mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
chloramit h 12.5mg/5mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
chlordize 10 tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
chlordize 25 tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
chlordize plus 5mg/1mg tablet,6.013519816155538e-05,0.8662895749862519,0.10687022900763359
chlorest ah 25mg/10mg tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
chlormat 10mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
chlormit h tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
chlormit tablet,1.602404439539721e-05,0.800508166969147,0.0916030534351145
chlorx 10mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
chlosan 25mg tablet,9.819845268302474e-05,0.9658404134185863,0.061068702290076333
