node,betweenness_centrality,closeness_centrality,degree_centrality
alp ft 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alp ftd 0.5mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alp plus tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alp x 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpa 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpa 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpam 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpanol 0.25 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alparazole 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpaz 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpaz 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpkair 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpkair 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpose 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpose 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpose 1mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpra 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpra 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpra g 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpra p 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alprac 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprac 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpracad 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpracon 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraday 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraday 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpradol 0.25mg tablet md,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpradol 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpradon 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpradon 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpradon 0.5mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpradon-f 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alpradon-p tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alpradream tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraf 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraf 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprahil 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpram 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpram 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpram plus 0.25mg/25mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alpramax 0.25mg tablet cr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpramax 1mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpramed 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpranax 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpranof 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpranof 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraquil 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraquil 0.5 mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraquil 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprasafe 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprasan 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprasant 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprasert 0.25mg/25mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alprasil 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprasys 0.25 tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprasys f tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alprasys-p tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alprater 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprater 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprater 1mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprawin 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprawin 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprawin ft 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alprawin p 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alprax 0.25 tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprax 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprax 1.5mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprax 1mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprax forte 0.5 mg/50 mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alprax mt 0.125mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprax plus tablet sr,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alprax z 0.25 mg/3 mg tablet,2.0704040468144325e-05,0.754189179946652,0.04580152671755725
alprax z 0.5 mg/3 mg tablet,2.0704040468144325e-05,0.754189179946652,0.04580152671755725
alpraz 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpraz 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazan 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazan 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazan 1mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazit 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazit 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazol 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazol 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprazone 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprest 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprest 0.5 tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprest 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpriz 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpro 20mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpro forte tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alprocalm 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprocam 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprocontin 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprocontin 1.5mg tablet sr,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprocontin 1mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alproenar 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alproenar 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprogard 0.50mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprolax 0.25mg/10mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alprolax 0.25mg/20mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alproman 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpron 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpron 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpronit 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprop 0.25 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alprorex 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprose 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprose plus 0.25mg/20mg tablet,6.825595443939102e-05,0.9317279256442754,0.08396946564885496
alprosym 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprotame 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprowon 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprowon 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alproz 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alproz 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprozam 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprozam 0.5mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alprozam 1mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpviram 0.25mg tablet,6.280763361236917e-07,0.6846941943495809,0.015267175572519083
alpviram plus 0.25 mg/20 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
alpviram plus h 0.25 mg/10 mg tablet,1.6745408863379544e-05,0.7151566249432518,0.061068702290076333
